building_id,name,postal_code,address,latitude,longitude,map_embed,height,floors_above,floors_below,architect,constructor,construction_start,completion,image_urls,streetview_embed
,JAビル,100-0004,東京都千代田区大手町一丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2002.4776583545852!2d139.76090904596333!3d35.68853035520883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c061d2b2677%3A0xbaf2735fc7eb8025!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yT4oiS77yRIEpB44OT44Or!5e0!3m2!1sja!2sjp!4v1717254383855!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",180,37,3,三菱地所設計、全国農協設計、NTTファシリティーズ,鹿島建設,200704,200904,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1717254429365!6m8!1m7!1sGC29KU65q2u5zDHSq4LgXw!2m2!1d35.68951643352025!2d139.7635952517178!3f221.59791418031054!4f34.0450850846228!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町フィナンシャルシティ ノースタワー,100-0004,東京都千代田区大手町一丁目9-5,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.740713999151!2d139.76439485239723!3d35.68850990768326!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c06e2955555%3A0x8f5b272d3b1b5b1a!2z5aSn5omL55S644OV44Kj44OK44Oz44K344Oj44Or44K344OG44Kj44OO44O844K544K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721130118968!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",153,31,4,日建設計、NTTファシリティーズ、三菱地所設計,清水建設,201004,201210,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130149971!6m8!1m7!1sd7Mcz6T33KPe3-FMxvRMDw!2m2!1d35.68862888942719!2d139.7666938490202!3f242.24735758209013!4f39.76051232107639!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町プレイス イーストタワー,100-0004,東京都千代田区大手町二丁目3-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.5936277932005!2d139.7653021766972!3d35.687006872585414!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188d4e0c41e113%3A0x28e291e6f67a599d!2z5aSn5omL55S644OX44Os44Kk44K5IOOCpOODvOOCueODiOOCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721130193575!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",163,32,3,大林組,大林組,201505,201808,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130215754!6m8!1m7!1s7kNvU7VrvSKHEpMdSn_NkA!2m2!1d35.68610536326488!2d139.7684150411588!3f344.37806872106006!4f32.7521448793602!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町プレイス ウエストタワー,100-0004,東京都千代田区大手町二丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.595431424093!2d139.76449267669753!3d35.68696247258542!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188d000f1fe22d%3A0x266c45d5098b5573!2z5aSn5omL55S644OX44Os44Kk44K544Km44Ko44K544OI44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721130246113!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",178,35,3,日本設計,竹中工務店,201505,201808,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130279162!6m8!1m7!1sDC0throCiHCrj0Ahr7shVQ!2m2!1d35.68655770684298!2d139.766058018146!3f67.85924920399773!4f37.62680414196586!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手門タワー･ENEOSビル,100-0004,東京都千代田区大手町一丁目1-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.6297244141815!2d139.75935567669748!3d35.6861182725856!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c0877f5f721%3A0x234206615306ab45!2z5aSn5omL6ZaA44K_44Ov44O8772lRU5FT1Pjg5Pjg6s!5e0!3m2!1sja!2sjp!4v1721130329017!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",114.86,22,5,三菱地所設計,鹿島建設、NIPPO,201302,201511,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130403353!6m8!1m7!1sy9K5C9eYKs_U81B7XPDaBA!2m2!1d35.6854936907364!2d139.7612497285686!3f47.513727948276355!4f31.1175934325304!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,第一生命日比谷ファースト,100-0006,東京都千代田区有楽町一丁目13-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5095.550202816273!2d139.75868300492485!3d35.67583364409592!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf0487cf069%3A0x9f6a8e3e4fcfda94!2z56ys5LiA55Sf5ZG95pel5q-U6LC344OV44Kh44O844K544OI77yI5pen56ys5LiA55Sf5ZG96aSo77yJ!5e0!3m2!1sja!2sjp!4v1721134598166!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",99.8,21,5,清水建設、ケビン・ローチ,清水建設,198912,199310,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721134619427!6m8!1m7!1s6acOyg4p5J76zmmA2cUMlQ!2m2!1d35.67550063604878!2d139.7598300122166!3f83.69837003016022!4f20.46008842121485!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,中之島セントラルタワー,530-0005,大阪府大阪市北区中之島二丁目2-7,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3280.455599038782!2d135.49606007614003!3d34.693686953204605!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6000e6efb5151b7f%3A0x371524b47706de96!2z5Lit5LmL5bO244K744Oz44OI44Op44Or44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1726973851822!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",141.645,28,2,日建設計,竹中工務店、銭高組,200210,200508,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1726973918128!6m8!1m7!1sqwje5659K3nmrFDEOVJXWg!2m2!1d34.69250034851036!2d135.4989044640859!3f329.516904957234!4f24.50955415878512!5f0.8099639795477918"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,中之島フェスティバルタワー,530-0005,大阪府大阪市北区中之島二丁目3-18,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2654.3246556912586!2d135.4951873556834!3d34.693444394942254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6000e6f1d6cecf1f%3A0x674dc0b05bdec25b!2z44CSNTMwLTAwMDUg5aSn6Ziq5bqc5aSn6Ziq5biC5YyX5Yy65Lit5LmL5bO277yS5LiB55uu77yTIOS4reS5i-WztuODleOCp-OCueODhuOCo-ODkOODq-OCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721134826219!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",200,39,3,日建設計,竹中工務店,201001,201211,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721134855283!6m8!1m7!1sZPIye_2yfypf387J_OKbzQ!2m2!1d34.69279352041832!2d135.4962071657889!3f36.07020757013944!4f38.45763154106049!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,中之島フェスティバルタワー・ウエスト,530-0005,大阪府大阪市北区中之島三丁目2-4,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4054.329481063145!2d135.4948725748208!3d34.69302377222942!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6000e6f1c7ecadb5%3A0xf5e026972500334f!2z5Lit5LmL5bO244OV44Kn44K544OG44Kj44OQ44Or44K_44Ov44O844O744Km44Ko44K544OI!5e0!3m2!1sja!2sjp!4v1721134885134!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",200,41,4,日建設計,竹中工務店,201406,201703,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721134867496!6m8!1m7!1sZPIye_2yfypf387J_OKbzQ!2m2!1d34.69279352041832!2d135.4962071657889!3f305.3781918040617!4f39.39057890678953!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,田町タワー,108-0014,東京都港区芝五丁目33-11,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3242.222629862513!2d139.74616607621618!3d35.64688617259833!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b8e5af1b3af%3A0xa1b125ef922ee4e3!2z55Sw55S644K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1736748454041!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",156,29,2,三菱地所設計,清水建設,202102,202309,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1736748488899!6m8!1m7!1sjBDFL3ubGP2-sYvGzpKUsQ!2m2!1d35.64738379221836!2d139.7485210675021!3f172.25792851530568!4f43.35918353734411!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,電通汐留本社ビル,105-0021,東京都港区東新橋一丁目8-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.5126504219347!2d139.7598780766966!3d35.6643770725927!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bb228a8eac5%3A0xf500a48edd7b100e!2z6Zu76YCa5pys56S-44OT44Or!5e0!3m2!1sja!2sjp!4v1721134649594!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",213.337,48,5,大林組、アトリエ・ジャン・ヌーベル、ジャーディ・パートナーシップ,大林組、鹿島建設、清水建設、大成建設、竹中工務店,199910,200210,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1769064525766!6m8!1m7!1saJHWJkTrkVZUMC4VCgp8jg!2m2!1d35.66356931608352!2d139.7641172629403!3f303.8477455785333!4f26.429813136556447!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ガーデンテラス紀尾井町紀尾井タワー,102-0094,東京都千代田区紀尾井町1-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2547.6418472736796!2d139.7359901898972!3d35.680007485781864!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c7bed639fe1%3A0x9db449572f8beef6!2z5p2x5Lqs44Ks44O844OH44Oz44OG44Op44K557SA5bC-5LqV55S6!5e0!3m2!1sja!2sjp!4v1721004231266!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",177.65,36,2,日建設計,鹿島建設、鉄建建設、熊谷組,201301,201605,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721004294164!6m8!1m7!1s-daK8hpsLnU2VpcJLjX8fw!2m2!1d35.67891345897723!2d139.7362172739406!3f46.3640323219708!4f38.220793919672104!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京サンケイビル,100-0004,東京都千代田区大手町一丁目7-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4005.056843896729!2d139.76437972870698!3d35.68650812486115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c070c84e015%3A0x84b7f1cd3e72deed!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yX4oiS77ySIOadseS6rOOCteODs-OCseOCpOODk-ODqw!5e0!3m2!1sja!2sjp!4v1721367905527!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",146,31,4,三菱地所、竹中工務店,竹中工務店、北野建設,199711,200209,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721367979604!6m8!1m7!1sUdtiyyJdNfOpXj_09tW5Zg!2m2!1d35.68653968691594!2d139.7661775089047!3f307.29614210567246!4f33.03735024470059!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ビルディング,100-0005,東京都千代田区丸の内二丁目7-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5095.363417367118!2d139.7624534457671!3d35.67875897443472!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bfaff6c8a1d%3A0xe36b389050fc5151!2z5p2x5Lqs44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721130554719!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",164.1,33,4,三菱地所設計,鹿島建設,200310,200510,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130585957!6m8!1m7!1swjf6loCU5yM6dZmnegKBQw!2m2!1d35.67756459425885!2d139.7650718385839!3f342.9953523962627!4f36.167007878221625!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ポートシティ竹芝オフィスタワー,105-0022,東京都港区海岸一丁目7-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.8846186254536!2d139.7580949766964!3d35.65521427259574!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b7e9c0d08a7%3A0xe97d025b25f3950f!2z5p2x5Lqs44Od44O844OI44K344OG44Kj56u56Iqd44Kq44OV44Kj44K544K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721130626224!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",208,40,2,鹿島建設、久米設計,鹿島建設,201605,202005,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130658737!6m8!1m7!1sRGF-Rph7d8fT-3jt2Sgtwg!2m2!1d35.65406342252474!2d139.7612448931773!3f342.3158278680578!4f33.22481804734397!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ミッドタウン・イースト,107-0052,東京都港区赤坂九丁目7-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.487587855451!2d139.72830247669683!3d35.66499437259251!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b592baa0d51%3A0x5c51c4515100eb95!2z5p2x5Lqs44Of44OD44OJ44K_44Km44OzIOODn-ODg-ODieOCv-OCpuODs-ODu-OCpOODvOOCueODiA!5e0!3m2!1sja!2sjp!4v1721130683164!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",113.1,25,4,日建設計,竹中工務店、大成建設,200405,200701,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130729027!6m8!1m7!1sunVJNxOBdL-C6Na4zsvAKw!2m2!1d35.66439856964888!2d139.7310031742881!3f9.573449750560862!4f33.85601197612675!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ミッドタウン日比谷 日比谷三井タワー,100-0006,東京都千代田区有楽町一丁目1-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2547.842297978896!2d139.75853392014787!3d35.67372872438787!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bee3cf5818b%3A0x2c4beff9dc43a879!2z5p2x5Lqs44Of44OD44OJ44K_44Km44Oz5pel5q-U6LC3!5e0!3m2!1sja!2sjp!4v1721004721734!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",191.46,35,4,鹿島建設,鹿島建設,201501,201802,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721004777983!6m8!1m7!1sAb9rz-7q_BvNEXZYe-k72w!2m2!1d35.67480512185238!2d139.7591997919479!3f177.1540481224065!4f32.96618552624214!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京ミッドタウン八重洲 八重洲セントラルタワー,104-0028,東京都中央区八重洲二丁目2-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.902268140127!2d139.76635617669706!3d35.679408372587794!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bb49fb8e777%3A0x4a93153b6610707c!2z5p2x5Lqs44Of44OD44OJ44K_44Km44Oz5YWr6YeN5rSyIOWFq-mHjea0suOCu-ODs-ODiOODqeODq-OCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721130764488!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",240,45,4,ピカード・チルトン,竹中工務店,201812,202208,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130825850!6m8!1m7!1s0SW4ipE1zWZ8R8l7b_MAKQ!2m2!1d35.6808626852001!2d139.7689391227541!3f182.9096901788842!4f27.500979456004202!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京汐留ビルディング,105-0021,東京都港区東新橋一丁目9-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.5788014851587!2d139.7595624561179!3d35.66274770366914!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bc318ddb983%3A0x1499351ff8435101!2z44CSMTA1LTAwMjEg5p2x5Lqs6YO95riv5Yy65p2x5paw5qmL77yR5LiB55uu77yZ4oiS77yRIOadseS6rOaxkOeVmeODk-ODq-ODh-OCo-ODs-OCsA!5e0!3m2!1sja!2sjp!4v1721369295829!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",172.5,37,4,森トラスト、住友不動産、安井建築、竹中工務店,竹中工務店,200210,200501,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1761983257679!6m8!1m7!1s4vqwolSDXkn1jVzMvQKVsg!2m2!1d35.66361029268034!2d139.7623130562716!3f221.60080704999658!4f35.83622039609098!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,東京日本橋タワー,103-0027,東京都中央区日本橋二丁目7-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2547.581825642994!2d139.77220726704329!3d35.68188737006377!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188957b77f4145%3A0x50cb96950d8c152!2z44CSMTAzLTAwMjcg5p2x5Lqs6YO95Lit5aSu5Yy65pel5pys5qmL77yS5LiB55uu77yX4oiS77yRIOadseS6rOaXpeacrOapi-OCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1720967724137!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",180.04,35,4,日建設計,大林組,201209,201502,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1720967764112!6m8!1m7!1sOH7TvnEPfGCPKlcqRvQg7A!2m2!1d35.68253214171983!2d139.7736185440804!3f151.5387510329402!4f39.42892093107844!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,読売新聞ビル,100-0004,東京都千代田区大手町一丁目7-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.5856808983717!2d139.76202470690626!3d35.687202500805554!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188dbed155a4b3%3A0x7a20dcc6a1402720!2z6Kqt5aOy5paw6IGe44OT44Or!5e0!3m2!1sja!2sjp!4v1736751119060!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",200,33,3,日建設計,清水建設,201108,201311,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1736751216022!6m8!1m7!1sZyjjPxjo_2ALKyjSIiOzRg!2m2!1d35.68680563310159!2d139.7634994760647!3f54.01247808976512!4f40.14091600197699!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日比谷国際ビルヂング,100-0011,東京都千代田区内幸町二丁目2-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4496.4304739003255!2d139.74796177194597!3d35.67045379199468!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b8506ade5d1%3A0xd65ef32f2362e73!2z5pel5q-U6LC35Zu96Zqb44OT44Or!5e0!3m2!1sja!2sjp!4v1720967654152!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",127.2,31,5,三菱地所,大成建設、竹中工務店、清水建設、大林組、間組、鹿島建設,197905,198110,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1720967678801!6m8!1m7!1sdaUW-imC1KDKeP4qgMfiGw!2m2!1d35.66977559986063!2d139.7549026806966!3f329.9271571470443!4f36.595927708542845!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本橋ダイヤビルディング,103-0027,東京都中央区日本橋一丁目19-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.7222331720423!2d139.77517497621758!3d35.68384087258649!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188956d71c49a3%3A0xef370a42322f8a6a!2z44CSMTAzLTAwMjcg5p2x5Lqs6YO95Lit5aSu5Yy65pel5pys5qmL77yR5LiB55uu77yR77yZ4oiS77yRIOaXpeacrOapi-ODgOOCpOODpOODk-ODq-ODh-OCo-ODs-OCsA!5e0!3m2!1sja!2sjp!4v1721367732132!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",90,18,1,三菱地所設計、竹中工務店,竹中工務店,201110,201409,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721367762569!6m8!1m7!1sMq8ROQX1W_hAUJdBQ4iwQQ!2m2!1d35.68362243123164!2d139.7770064598307!3f69.3930280002272!4f27.131214635875693!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
